timestamp,dam_lbmp_mwh,dam_losses_mwh,dam_congestion_mwh,dam_lbmp_kwh,date,is_weekend,rt_lbmp_mwh,rt_losses_mwh,rt_congestion_mwh,rt_lbmp_kwh,rt_lbmp_std_mwh,rt_lbmp_min_mwh,rt_lbmp_max_mwh,da_rt_spread_mwh,hour_sin,hour_cos,dow_sin,dow_cos,temperature_2m,apparent_temperature,relative_humidity_2m,dew_point_2m,wind_speed_10m,wind_gusts_10m,cloud_cover,shortwave_radiation,precipitation,pressure_msl,is_day,cooling_degree_hours,heating_degree_hours,is_hot,is_very_hot,is_cold,is_very_cold,humidity_discomfort,solar_generation_proxy,wind_power_proxy,temp_change_1h,temp_change_3h,temp_rolling_6h_mean,temp_rolling_24h_mean,temp_rolling_24h_max,day_of_year,temp_anomaly,hour,day_of_week,month
2025-11-06 11:00:00,44.0,2.86,-4.49,0.044,2025-11-06,0,42.54333333333333,3.02,-0.4983333333333333,0.0425433333333333,1.9852287861436344,40.31,46.21,-1.4566666666666706,0.258819045102521,-0.9659258262890682,0.4338837391175582,-0.900968867902419,50.3,40.3,46,30.3,14.0,32.0,7,399.0,0.0,1017.1,1,0.0,14.700000000000003,0,0,0,0,0.0,399.0,0.10162962962962964,1.5999999999999943,4.199999999999996,47.36666666666667,54.8375,64.0,310,5.308749999999996,11,3,11
2025-11-06 12:00:00,44.0,2.87,-2.28,0.044,2025-11-06,0,39.63666666666666,2.6075,-1.2241666666666666,0.0396366666666666,1.669367508605542,38.6,43.53,-4.363333333333337,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,51.8,41.1,38,27.0,14.6,34.2,48,503.0,0.0,1017.5,1,0.0,13.200000000000003,0,0,0,0,0.0,503.0,0.11526429629629628,1.5,4.399999999999999,48.31666666666666,54.77916666666667,64.0,310,6.808749999999996,12,3,11
2025-11-06 13:00:00,44.0,2.92,-2.21,0.044,2025-11-06,0,46.6625,3.2425,-0.2641666666666666,0.0466624999999999,4.226378473350439,39.25,52.8,2.6625000000000014,-0.2588190451025208,-0.9659258262890684,0.4338837391175582,-0.900968867902419,51.9,41.9,40,28.0,13.2,34.0,6,453.0,0.0,1017.5,1,0.0,13.100000000000001,0,0,0,0,0.0,453.0,0.085184,0.10000000000000142,3.1999999999999957,49.36666666666667,54.537499999999994,64.0,310,6.908749999999998,13,3,11
2025-11-06 14:00:00,46.0,3.15,-1.43,0.046,2025-11-06,0,43.19833333333333,2.9058333333333333,-0.0191666666666666,0.0431983333333333,4.615729693781972,39.07,52.42,-2.8016666666666694,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419,52.4,42.2,37,27.0,13.4,31.5,95,520.0,0.0,1017.7,1,0.0,12.600000000000001,0,0,0,0,0.0,520.0,0.08911496296296295,0.5,2.1000000000000014,50.416666666666664,54.12916666666667,64.0,310,7.408749999999998,14,3,11
2025-11-06 15:00:00,53.26,3.48,0.0,0.0532599999999999,2025-11-06,0,59.1125,3.27,0.0,0.0591125,1.3381678451592576,56.85,60.92,5.852500000000006,-0.7071067811865471,-0.7071067811865479,0.4338837391175582,-0.900968867902419,51.8,41.8,37,26.3,12.8,30.6,94,236.0,0.0,1018.0,1,0.0,13.200000000000003,0,0,0,0,0.0,236.0,0.07767229629629631,-0.6000000000000014,0.0,51.15,53.645833333333336,64.0,310,6.808749999999996,15,3,11
2025-11-06 16:00:00,75.04,4.58,0.0,0.07504,2025-11-06,0,57.74666666666667,3.151666666666667,0.0,0.0577466666666666,5.572450633303633,54.01,72.92,-17.293333333333337,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,51.3,41.7,36,25.5,11.5,30.4,66,187.0,0.0,1018.6,1,0.0,13.700000000000003,0,0,0,0,0.0,187.0,0.056328703703703714,-0.5,-0.6000000000000014,51.583333333333336,53.11666666666667,62.3,310,6.308749999999996,16,3,11
2025-11-06 17:00:00,90.93,5.79,0.0,0.09093,2025-11-06,0,62.72416666666666,3.171666666666667,0.0,0.0627241666666666,7.11062643747605,54.96,72.35,-28.205833333333345,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,50.3,42.1,41,27.5,8.8,29.8,13,115.0,0.0,1019.1,1,0.0,14.700000000000003,0,0,0,0,0.0,115.0,0.025239703703703705,-1.0,-2.1000000000000014,51.583333333333336,52.61666666666667,61.1,310,5.308749999999996,17,3,11
2025-11-06 18:00:00,87.23,5.25,0.0,0.08723,2025-11-06,0,66.64,3.0733333333333337,0.0,0.0666399999999999,13.414436592377225,55.29,90.87,-20.590000000000003,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,47.8,41.1,47,28.7,5.9,20.1,12,27.0,0.0,1019.7,0,0.0,17.200000000000003,0,0,0,0,0.0,0.0,0.007606629629629632,-2.5,-4.0,50.916666666666664,52.09583333333334,61.1,310,2.8087499999999963,18,3,11
2025-11-06 19:00:00,74.0,4.19,0.0,0.074,2025-11-06,0,83.29666666666667,3.7483333333333335,0.0,0.0832966666666666,21.500399714395726,66.97,144.32,9.296666666666669,-0.9659258262890684,0.2588190451025203,0.4338837391175582,-0.900968867902419,45.9,40.0,55,30.6,4.3,13.0,100,0.0,0.0,1020.2,0,0.0,19.1,0,0,0,0,0.0,0.0,0.002944703703703704,-1.8999999999999986,-5.399999999999999,49.916666666666664,51.520833333333336,61.1,310,0.9087499999999977,19,3,11
2025-11-06 20:00:00,62.72,3.49,0.0,0.06272,2025-11-06,0,59.81583333333333,3.000833333333333,0.0,0.0598158333333333,14.21740703781065,52.01,104.25,-2.904166666666669,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,44.6,37.9,52,28.0,5.5,8.9,100,0.0,0.0,1020.9,0,0.0,20.4,0,0,0,0,0.0,0.0,0.006162037037037035,-1.2999999999999972,-5.699999999999996,48.61666666666667,50.88333333333333,61.1,310,-0.39124999999999943,20,3,11
